loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,loan_status
15000,60,22.95,422.43,F,F1,10+ years,MORTGAGE,80000.0,credit_card,Fully Paid
15000,36,6.89,462.41,A,A3,10+ years,MORTGAGE,150000.0,credit_card,Fully Paid
12000,36,9.75,385.8,B,B3,3 years,RENT,64900.0,credit_card,Fully Paid
11950,60,19.52,313.42,E,E2,2 years,MORTGAGE,35000.0,debt_consolidation,Charged Off
16000,60,12.74,361.93,C,C1,10+ years,MORTGAGE,121000.0,credit_card,Current
5000,36,8.46,157.75,A,A5,2 years,RENT,18000.0,credit_card,Current
24000,60,9.76,507.1,B,B3,7 years,MORTGAGE,85000.0,debt_consolidation,Fully Paid
28000,36,8.18,879.75,B,B1,2 years,MORTGAGE,250000.0,debt_consolidation,Fully Paid
14675,60,27.88,455.86,G,G3,10+ years,OWN,102000.0,small_business,Charged Off
8500,36,14.46,292.42,C,C4,6 years,MORTGAGE,54600.0,home_improvement,Fully Paid
35000,36,13.68,1190.79,C,C1,10+ years,MORTGAGE,95202.0,debt_consolidation,Fully Paid
24000,36,9.93,773.63,B,B2,10+ years,OWN,125000.0,credit_card,Fully Paid
5200,36,12.69,174.44,C,C2,10+ years,MORTGAGE,447000.0,home_improvement,Fully Paid
6000,36,7.89,187.72,A,A5,3 years,RENT,38000.0,major_purchase,Fully Paid
10000,36,10.42,324.65,B,B3,9 years,MORTGAGE,85000.0,debt_consolidation,Current
5000,36,18.94,183.13,D,D2,10+ years,OWN,46900.0,debt_consolidation,Fully Paid
8000,36,9.99,258.1,B,B3,10+ years,MORTGAGE,89000.0,home_improvement,Charged Off
3000,36,11.47,98.89,B,B5,2 years,RENT,50000.0,credit_card,Current
7500,36,11.49,247.29,B,B5,4 years,RENT,40000.0,debt_consolidation,Fully Paid
12000,36,12.12,399.26,B,B3,9 years,MORTGAGE,116000.0,debt_consolidation,Fully Paid
20000,60,14.16,467.03,C,C2,10+ years,MORTGAGE,66000.0,debt_consolidation,Charged Off
16000,60,13.99,372.21,C,C3,1 year,RENT,127000.0,debt_consolidation,Current
15000,36,11.49,494.57,B,B5,10+ years,RENT,90000.0,other,Current
7200,36,7.97,225.53,A,A5,2 years,MORTGAGE,70582.0,debt_consolidation,Current
20000,60,19.99,529.77,E,E4,< 1 year,OWN,90000.0,other,Fully Paid
25000,36,13.49,848.27,C,C2,5 years,MORTGAGE,118000.0,debt_consolidation,Fully Paid
6400,36,11.39,210.72,B,B3,2 years,RENT,45000.0,debt_consolidation,Current
6000,36,13.49,203.59,C,C2,10+ years,OWN,30000.0,debt_consolidation,Current
35000,60,11.05,761.86,B,B4,4 years,MORTGAGE,160000.0,debt_consolidation,Current
9950,36,14.47,342.35,C,C2,3 years,RENT,30000.0,major_purchase,Fully Paid
11675,60,17.1,290.79,C,C5,10+ years,RENT,65000.0,debt_consolidation,Fully Paid
3500,36,11.39,115.24,B,B3,< 1 year,OWN,51000.0,other,Fully Paid
21000,36,7.69,655.07,A,A4,10+ years,MORTGAGE,80000.0,credit_card,Fully Paid
10000,36,17.1,357.03,C,C5,1 year,RENT,107000.0,other,Charged Off
11100,36,21.0,418.2,E,E2,3 years,MORTGAGE,33000.0,other,Fully Paid
6000,36,9.17,191.28,B,B2,2 years,RENT,50000.0,major_purchase,Fully Paid
12000,60,15.05,285.8,C,C4,10+ years,MORTGAGE,91000.0,debt_consolidation,Current
10800,36,11.53,356.3,B,B5,,RENT,31000.0,debt_consolidation,Fully Paid
12000,60,13.18,274.15,C,C3,10+ years,RENT,50000.0,debt_consolidation,Fully Paid
15000,60,18.94,388.62,D,D2,10+ years,MORTGAGE,126049.0,credit_card,Current
8000,36,16.02,281.34,C,C5,< 1 year,RENT,53000.0,debt_consolidation,In Grace Period
5000,36,14.3,171.62,C,C1,4 years,MORTGAGE,44000.0,home_improvement,Fully Paid
24000,60,17.77,606.45,D,D1,5 years,MORTGAGE,69500.0,credit_card,Fully Paid
17600,36,9.99,567.82,B,B3,3 years,MORTGAGE,95000.0,debt_consolidation,Fully Paid
30000,36,10.08,969.15,B,B1,10+ years,MORTGAGE,360000.0,debt_consolidation,Current
4475,36,18.06,161.92,D,D2,10+ years,RENT,32000.0,credit_card,Charged Off
24000,36,14.31,823.89,C,C4,10+ years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
16000,36,11.99,531.36,B,B5,8 years,RENT,130000.0,debt_consolidation,Fully Paid
28000,60,9.17,583.55,B,B2,10+ years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
30000,60,7.35,599.01,A,A4,8 years,MORTGAGE,138000.0,home_improvement,Current
30000,36,6.89,924.81,A,A3,10+ years,MORTGAGE,165000.0,debt_consolidation,Fully Paid
1600,36,6.11,48.76,A,A1,< 1 year,RENT,40000.0,credit_card,Current
3125,36,18.06,113.08,D,D2,2 years,RENT,31200.0,credit_card,Current
12600,36,13.99,430.58,C,C4,1 year,RENT,43680.0,home_improvement,Fully Paid
21000,36,8.19,659.91,A,A5,< 1 year,MORTGAGE,160000.0,debt_consolidation,Fully Paid
20000,36,8.24,628.95,B,B1,8 years,OWN,102500.0,credit_card,Current
5000,36,13.23,169.03,C,C1,10+ years,OWN,44000.0,debt_consolidation,Fully Paid
27525,36,16.14,969.61,C,C4,10+ years,MORTGAGE,87000.0,debt_consolidation,Current
24000,36,9.76,771.72,B,B3,10+ years,MORTGAGE,130000.0,credit_card,Fully Paid
34000,60,16.59,837.52,D,D1,10+ years,MORTGAGE,118000.0,home_improvement,Fully Paid
24000,60,14.08,559.44,C,C3,10+ years,MORTGAGE,69000.0,debt_consolidation,Current
13000,60,15.02,309.41,C,C3,10+ years,RENT,57000.0,credit_card,Current
30000,60,16.02,729.87,C,C5,5 years,MORTGAGE,278000.0,debt_consolidation,Fully Paid
40000,60,19.92,1057.98,D,D3,2 years,MORTGAGE,52000.0,debt_consolidation,Current
10000,36,14.03,341.93,C,C2,10+ years,MORTGAGE,72000.0,debt_consolidation,Current
15000,36,11.49,494.57,B,B5,10+ years,MORTGAGE,170000.0,debt_consolidation,Current
30000,36,15.59,1048.65,D,D1,7 years,RENT,125000.0,debt_consolidation,Fully Paid
7200,36,14.33,247.24,C,C2,1 year,OWN,25000.0,home_improvement,Charged Off
7000,36,19.42,258.09,D,D3,,RENT,18895.0,other,Late (31-120 days)
28000,36,5.93,850.93,A,A1,< 1 year,MORTGAGE,95000.0,credit_card,Fully Paid
18000,36,6.99,555.71,A,A2,2 years,RENT,112000.0,credit_card,Fully Paid
10000,36,19.99,371.59,D,D4,10+ years,RENT,30000.0,debt_consolidation,Fully Paid
8025,36,16.99,286.08,D,D3,10+ years,MORTGAGE,65000.0,credit_card,Fully Paid
25500,60,20.5,682.71,E,E4,5 years,MORTGAGE,51000.0,debt_consolidation,Fully Paid
25000,36,13.44,847.66,C,C3,6 years,MORTGAGE,85000.0,home_improvement,Fully Paid
8000,36,12.98,269.48,B,B5,3 years,MORTGAGE,52000.0,debt_consolidation,Current
30000,60,26.31,903.73,E,E4,10+ years,MORTGAGE,125000.0,debt_consolidation,Current
9000,36,12.49,301.04,B,B5,1 year,MORTGAGE,40000.0,debt_consolidation,Fully Paid
1625,36,13.98,55.53,C,C3,4 years,MORTGAGE,32000.0,credit_card,Fully Paid
8000,36,10.42,259.72,B,B3,1 year,MORTGAGE,120000.0,home_improvement,Fully Paid
5200,36,13.49,176.44,C,C2,,RENT,20000.0,debt_consolidation,Charged Off
9600,36,11.99,318.82,B,B5,9 years,OWN,80000.0,debt_consolidation,Current
13850,60,22.99,390.36,F,F2,< 1 year,RENT,33000.0,debt_consolidation,Charged Off
20000,36,16.14,704.53,C,C4,2 years,MORTGAGE,150000.0,debt_consolidation,Fully Paid
16500,36,6.97,509.25,A,A3,1 year,MORTGAGE,90000.0,credit_card,Current
6000,36,10.99,196.41,B,B4,10+ years,RENT,30000.0,debt_consolidation,Charged Off
6000,36,22.15,229.61,E,E5,,RENT,35371.0,moving,Fully Paid
16000,60,12.88,363.07,C,C2,4 years,OWN,120000.0,debt_consolidation,Current
20000,36,11.49,659.43,B,B5,5 years,MORTGAGE,93000.0,debt_consolidation,Current
21000,60,13.58,484.08,C,C2,10+ years,MORTGAGE,72000.0,credit_card,Current
1500,36,10.41,48.7,B,B3,4 years,RENT,75000.0,debt_consolidation,Current
10000,36,11.99,332.1,B,B5,3 years,MORTGAGE,40000.0,debt_consolidation,Charged Off
3000,36,14.07,102.64,C,C3,9 years,RENT,215000.0,credit_card,Current
13600,60,13.56,313.36,C,C1,2 years,RENT,125000.0,debt_consolidation,Current
10000,36,12.79,335.93,C,C1,,MORTGAGE,67780.0,other,Fully Paid
5000,36,7.97,156.62,A,A5,10+ years,MORTGAGE,58800.0,debt_consolidation,Current
15400,60,25.09,452.83,F,F4,8 years,RENT,40000.0,other,Current
20000,60,13.49,460.1,C,C2,10+ years,OWN,100000.0,debt_consolidation,Charged Off
7075,36,9.16,225.52,B,B2,,OWN,36000.0,home_improvement,Current
24000,36,10.99,785.62,B,B4,3 years,RENT,63000.0,debt_consolidation,Fully Paid
8000,36,6.08,243.67,A,A2,4 years,OWN,120000.0,debt_consolidation,Current
5000,36,10.99,163.67,B,B4,< 1 year,OWN,50000.0,debt_consolidation,Current
2000,36,13.67,68.04,B,B5,2 years,MORTGAGE,30000.0,other,Fully Paid
17625,36,16.02,619.82,C,C5,10+ years,RENT,60000.0,debt_consolidation,Current
5500,36,5.31,165.61,A,A1,5 years,RENT,60000.0,credit_card,Current
28000,36,14.09,958.2,B,B5,10+ years,MORTGAGE,116000.0,debt_consolidation,Fully Paid
10800,60,18.25,275.72,E,E1,1 year,RENT,48000.0,debt_consolidation,Charged Off
10000,36,17.99,361.48,D,D2,10+ years,RENT,45000.0,debt_consolidation,Charged Off
1000,36,7.62,31.17,A,A3,1 year,RENT,16800.0,credit_card,Fully Paid
16000,36,7.21,495.58,A,A3,10+ years,RENT,78000.0,other,Current
15000,60,16.32,367.33,E,E2,4 years,MORTGAGE,100000.0,home_improvement,Charged Off
8000,36,5.32,240.92,A,A1,10+ years,MORTGAGE,64000.0,debt_consolidation,Fully Paid
25000,36,9.99,806.57,B,B3,10+ years,RENT,100000.0,credit_card,Charged Off
25000,60,12.61,563.85,C,C1,7 years,MORTGAGE,75600.0,debt_consolidation,Current
15000,60,9.99,318.64,B,B3,5 years,MORTGAGE,100000.0,debt_consolidation,Fully Paid
6000,36,14.49,206.5,C,C4,3 years,MORTGAGE,145000.0,credit_card,Fully Paid
40000,36,5.31,1204.42,A,A1,9 years,MORTGAGE,54000.0,home_improvement,Fully Paid
30000,60,13.67,692.93,C,C4,10+ years,RENT,80000.0,debt_consolidation,Fully Paid
15000,36,11.49,494.57,B,B5,,MORTGAGE,96000.0,debt_consolidation,Current
39350,36,7.21,1218.8,A,A3,< 1 year,RENT,155000.0,debt_consolidation,Charged Off
4000,36,15.31,139.27,C,C2,1 year,RENT,35360.0,credit_card,Fully Paid
20000,60,12.69,451.9,C,C2,< 1 year,OWN,55332.0,credit_card,Charged Off
40000,60,14.52,941.55,C,C3,10+ years,MORTGAGE,75000.0,home_improvement,Current
7150,36,18.99,262.06,E,E3,10+ years,RENT,60000.0,other,Fully Paid
12000,60,9.99,254.91,B,B3,4 years,MORTGAGE,85000.0,debt_consolidation,Fully Paid
35000,60,11.44,768.69,B,B4,3 years,MORTGAGE,210000.0,debt_consolidation,Fully Paid
15000,36,15.49,523.59,C,C4,,RENT,47166.0,debt_consolidation,Current
25500,60,16.99,633.61,D,D3,10+ years,OWN,64500.0,debt_consolidation,Current
13000,36,7.21,402.66,A,A3,1 year,MORTGAGE,36400.0,credit_card,Current
14075,36,12.85,473.23,B,B4,,MORTGAGE,102000.0,credit_card,Fully Paid
4800,36,11.44,158.15,B,B4,10+ years,MORTGAGE,96000.0,home_improvement,Fully Paid
31000,60,12.62,699.33,C,C1,8 years,MORTGAGE,120000.0,credit_card,Late (31-120 days)
6000,36,11.67,198.35,B,B4,9 years,RENT,55188.0,credit_card,Charged Off
1000,36,11.39,32.93,B,B3,10+ years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
8000,36,19.03,293.37,D,D3,5 years,RENT,31000.0,home_improvement,Charged Off
21000,36,8.18,659.81,B,B1,5 years,MORTGAGE,185000.0,debt_consolidation,Fully Paid
9600,36,10.42,311.67,B,B3,3 years,MORTGAGE,50000.0,debt_consolidation,Late (31-120 days)
14500,36,7.69,452.31,A,A4,10+ years,RENT,67000.0,debt_consolidation,Fully Paid
5600,36,9.67,179.83,B,B1,8 years,MORTGAGE,41000.0,credit_card,Fully Paid
18000,60,9.44,377.51,B,B1,10+ years,MORTGAGE,150000.0,debt_consolidation,Current
12075,36,20.99,454.87,E,E4,1 year,RENT,65000.0,debt_consolidation,Charged Off
8000,36,15.61,279.72,D,D1,10+ years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
23000,60,13.58,530.18,C,C2,3 years,RENT,47757.0,debt_consolidation,Current
20000,36,10.99,654.68,B,B2,2 years,RENT,45000.0,credit_card,Charged Off
40000,36,6.11,1218.88,A,A1,10+ years,MORTGAGE,180000.0,debt_consolidation,Current
31375,36,18.99,1149.93,E,E1,10+ years,MORTGAGE,150000.0,debt_consolidation,Fully Paid
15000,60,12.61,338.31,C,C1,10+ years,MORTGAGE,95000.0,home_improvement,Fully Paid
24000,60,12.39,538.61,C,C1,4 years,MORTGAGE,108000.0,credit_card,Fully Paid
7000,36,10.9,228.84,B,B4,6 years,RENT,21139.0,debt_consolidation,Current
6250,36,12.69,209.66,B,B5,7 years,OWN,25899.0,debt_consolidation,Fully Paid
10000,36,12.12,332.72,B,B3,7 years,RENT,50000.0,debt_consolidation,Fully Paid
10000,36,18.94,366.26,D,D2,7 years,RENT,40000.0,debt_consolidation,Current
4200,36,11.89,139.29,B,B4,1 year,RENT,57000.0,wedding,Fully Paid
5000,36,12.99,168.45,C,C2,1 year,RENT,52000.0,debt_consolidation,Fully Paid
19600,36,14.46,674.27,C,C4,8 years,RENT,55000.0,debt_consolidation,Fully Paid
28000,60,10.75,605.31,B,B4,< 1 year,RENT,240000.0,credit_card,Charged Off
17500,36,7.99,548.31,A,A4,5 years,MORTGAGE,150000.0,credit_card,Current
15400,36,5.31,463.7,A,A1,3 years,MORTGAGE,74794.0,major_purchase,Current
10000,36,14.3,343.24,C,C1,10+ years,MORTGAGE,138000.0,debt_consolidation,Fully Paid
31500,60,18.45,807.63,D,D2,10+ years,MORTGAGE,30000.0,debt_consolidation,Current
5600,36,7.9,175.23,A,A4,9 years,MORTGAGE,74000.0,debt_consolidation,Fully Paid
20000,36,7.24,619.74,A,A3,10+ years,RENT,85000.0,small_business,Fully Paid
6000,36,16.46,212.31,C,C5,4 years,RENT,48000.0,debt_consolidation,Current
5000,36,10.91,163.49,B,B4,8 years,RENT,95000.0,house,Current
24000,60,16.14,585.43,C,C4,10+ years,RENT,70000.0,credit_card,Current
15000,60,21.45,409.61,D,D5,< 1 year,MORTGAGE,140000.0,major_purchase,Charged Off
10925,60,13.56,251.73,C,C1,3 years,RENT,40000.0,debt_consolidation,Current
30000,36,17.09,1070.93,D,D1,3 years,RENT,240000.0,debt_consolidation,Fully Paid
10000,36,10.15,323.38,B,B2,3 years,RENT,62000.0,debt_consolidation,Fully Paid
6000,36,7.97,187.94,A,A5,2 years,RENT,43000.0,credit_card,Current
10000,36,11.55,330.0,B,B4,< 1 year,RENT,45000.0,debt_consolidation,Current
25000,36,7.69,779.84,A,A4,10+ years,MORTGAGE,70000.0,credit_card,Fully Paid
9000,36,6.92,277.57,A,A4,7 years,RENT,65000.0,debt_consolidation,Fully Paid
3000,36,9.17,95.64,B,B2,10+ years,MORTGAGE,123000.0,major_purchase,Fully Paid
6000,36,9.43,192.01,B,B1,10+ years,MORTGAGE,186400.0,debt_consolidation,Current
18000,60,13.49,414.09,C,C2,10+ years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
8000,36,13.59,271.84,C,C2,10+ years,RENT,60000.0,other,Fully Paid
5400,36,11.55,178.2,B,B4,4 years,OWN,74000.0,car,Current
30000,60,15.61,723.34,C,C3,2 years,MORTGAGE,71328.0,debt_consolidation,Charged Off
7200,36,11.49,237.4,B,B5,3 years,OWN,40000.0,debt_consolidation,Charged Off
27500,60,13.98,639.6,C,C3,5 years,OWN,150000.0,home_improvement,Fully Paid
15000,60,16.2,366.37,C,C4,1 year,MORTGAGE,52000.0,debt_consolidation,Fully Paid
35000,36,10.91,1144.37,B,B4,10+ years,MORTGAGE,165000.0,vacation,Current
10000,36,5.32,301.15,A,A1,,MORTGAGE,102657.0,credit_card,Fully Paid
4500,36,10.72,146.73,B,B2,6 years,MORTGAGE,77250.0,moving,Current
6000,36,7.14,185.65,A,A3,10+ years,MORTGAGE,54000.0,debt_consolidation,Fully Paid
18000,36,13.99,615.11,C,C4,10+ years,MORTGAGE,84700.0,debt_consolidation,Charged Off
8875,36,16.29,313.3,C,C4,10+ years,MORTGAGE,42000.0,debt_consolidation,Fully Paid
30000,60,25.8,894.67,G,G1,2 years,RENT,90000.0,other,Charged Off
12000,36,13.56,407.58,C,C1,10+ years,MORTGAGE,45000.0,credit_card,Current
8000,36,13.59,271.84,C,C2,10+ years,OWN,48000.0,credit_card,Fully Paid
25000,36,8.19,785.61,A,A4,10+ years,MORTGAGE,95000.0,credit_card,Current
11000,36,16.89,391.58,D,D4,7 years,MORTGAGE,50000.0,major_purchase,Fully Paid
12500,36,19.92,464.04,D,D3,< 1 year,RENT,30480.0,debt_consolidation,Current
14000,36,8.18,439.88,B,B1,10+ years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
15000,60,17.99,380.82,D,D2,10+ years,MORTGAGE,60000.0,home_improvement,Fully Paid
10000,36,6.62,307.04,A,A2,2 years,MORTGAGE,160000.0,credit_card,Fully Paid
14400,60,24.84,421.31,E,E3,2 years,MORTGAGE,70000.0,debt_consolidation,Charged Off
15000,60,16.02,364.94,C,C5,3 years,MORTGAGE,80000.0,debt_consolidation,Fully Paid
30000,36,8.59,948.28,A,A5,10+ years,OWN,110000.0,debt_consolidation,Current
25200,60,19.99,667.51,E,E4,6 years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
15000,60,17.09,373.52,D,D1,10+ years,MORTGAGE,60000.0,credit_card,Charged Off
10000,60,17.86,253.18,D,D5,10+ years,MORTGAGE,75000.0,medical,Fully Paid
3500,36,6.71,107.61,A,A3,10+ years,MORTGAGE,64000.0,debt_consolidation,In Grace Period
25000,60,11.99,555.99,B,B5,10+ years,MORTGAGE,76000.0,debt_consolidation,Charged Off
7000,36,6.11,213.31,A,A1,10+ years,MORTGAGE,146000.0,home_improvement,Current
4000,36,23.99,156.92,E,E2,10+ years,RENT,79000.0,medical,Fully Paid
14400,60,10.49,309.45,B,B2,10+ years,MORTGAGE,99111.0,car,Fully Paid
4000,36,11.47,131.85,B,B5,6 years,RENT,43000.0,credit_card,Charged Off
16000,36,13.59,543.67,C,C2,3 years,MORTGAGE,75000.0,credit_card,Current
9600,36,6.83,295.68,A,A3,6 years,RENT,64000.0,other,Current
10500,36,15.31,365.59,C,C4,2 years,MORTGAGE,150000.0,debt_consolidation,Fully Paid
15000,36,7.9,469.36,A,A4,9 years,MORTGAGE,90000.0,other,Fully Paid
14000,60,8.9,289.94,A,A5,10+ years,MORTGAGE,84000.0,car,Fully Paid
16000,60,9.99,339.88,B,B3,6 years,RENT,75000.0,debt_consolidation,Fully Paid
6000,36,12.12,199.63,B,B3,< 1 year,RENT,22800.0,credit_card,Fully Paid
10000,36,6.08,304.59,A,A2,,MORTGAGE,113000.0,debt_consolidation,Current
14000,36,13.67,476.25,B,B5,10+ years,RENT,92500.0,debt_consolidation,Fully Paid
25000,36,12.85,840.55,B,B4,10+ years,MORTGAGE,91000.0,debt_consolidation,Fully Paid
31150,36,7.39,967.39,A,A4,9 years,RENT,80000.0,debt_consolidation,Fully Paid
6000,36,15.05,208.14,C,C4,10+ years,MORTGAGE,85000.0,credit_card,Current
7075,36,15.05,245.44,C,C4,< 1 year,RENT,70000.0,debt_consolidation,Current
8575,36,15.88,300.97,C,C4,3 years,RENT,25000.0,credit_card,Charged Off
25800,60,13.67,595.92,C,C3,4 years,MORTGAGE,158000.0,other,Current
9600,36,8.9,304.84,A,A5,2 years,OWN,120000.0,debt_consolidation,Fully Paid
4600,36,10.99,150.58,B,B4,10+ years,RENT,50000.0,debt_consolidation,Current
6500,36,7.89,203.36,A,A5,10+ years,MORTGAGE,30000.0,debt_consolidation,Charged Off
10000,60,15.05,238.17,C,C4,2 years,OWN,70000.0,debt_consolidation,In Grace Period
7000,36,10.99,229.14,B,B4,10+ years,MORTGAGE,55000.0,credit_card,Fully Paid
20000,36,7.84,625.26,A,A4,< 1 year,RENT,80000.0,debt_consolidation,Current
21000,60,20.49,562.12,E,E2,10+ years,MORTGAGE,91800.0,debt_consolidation,Fully Paid
7200,36,5.32,216.83,A,A1,10+ years,OWN,110000.0,home_improvement,Current
15000,36,11.49,494.57,B,B5,10+ years,RENT,56000.0,debt_consolidation,Fully Paid
7200,36,11.55,237.6,B,B4,< 1 year,RENT,62000.0,credit_card,Current
5000,36,9.8,160.87,B,B3,,MORTGAGE,25000.0,credit_card,Charged Off
27000,36,6.92,832.7,A,A4,10+ years,RENT,83500.0,debt_consolidation,Fully Paid
5000,36,11.44,164.74,B,B4,10+ years,MORTGAGE,149000.0,other,Current
10000,36,14.49,344.17,C,C4,10+ years,MORTGAGE,44800.0,credit_card,Fully Paid
9500,36,7.84,297.0,A,A4,10+ years,MORTGAGE,75000.0,credit_card,Current
13000,36,6.24,396.91,A,A2,10+ years,MORTGAGE,83000.0,credit_card,Fully Paid
12000,36,7.39,372.67,A,A4,4 years,MORTGAGE,100000.0,other,Current
30000,36,15.59,1048.65,C,C5,10+ years,OWN,76000.0,credit_card,Charged Off
20000,36,10.49,649.96,B,B2,10+ years,MORTGAGE,116750.0,credit_card,Fully Paid
13900,36,14.49,478.39,C,C4,2 years,RENT,42000.0,credit_card,Charged Off
24000,60,19.99,635.72,E,E1,2 years,OWN,72000.0,other,In Grace Period
10000,36,11.44,329.48,B,B4,2 years,MORTGAGE,150000.0,debt_consolidation,Fully Paid
28000,60,16.4,686.88,E,E1,10+ years,RENT,275000.0,house,Charged Off
10000,60,14.31,234.3,C,C4,10+ years,RENT,26000.0,credit_card,Current
3200,36,20.8,120.24,E,E1,10+ years,MORTGAGE,36000.0,other,Fully Paid
25000,36,8.46,788.73,A,A5,7 years,MORTGAGE,110000.0,debt_consolidation,Current
10275,60,13.99,239.03,C,C4,7 years,RENT,50000.0,debt_consolidation,Fully Paid
15600,36,16.02,548.61,C,C5,2 years,RENT,43000.0,debt_consolidation,Current
5000,36,18.45,181.9,D,D2,< 1 year,OWN,30000.0,debt_consolidation,Current
11000,36,16.29,388.31,C,C4,9 years,MORTGAGE,49000.0,debt_consolidation,Charged Off
24000,36,14.65,827.87,C,C5,1 year,RENT,105000.0,small_business,Fully Paid
2000,36,12.99,67.38,C,C2,10+ years,MORTGAGE,76000.0,vacation,Fully Paid
3500,36,11.49,115.4,B,B5,,MORTGAGE,42000.0,home_improvement,Current
11350,60,28.18,354.63,G,G1,8 years,RENT,60000.0,debt_consolidation,Charged Off
20000,36,16.99,712.96,D,D1,10+ years,MORTGAGE,80000.0,debt_consolidation,Fully Paid
28000,36,11.14,918.55,B,B2,10+ years,MORTGAGE,85000.0,credit_card,Fully Paid
2500,36,11.99,83.03,C,C1,10+ years,OWN,45000.0,home_improvement,Current
21000,60,24.74,613.19,E,E3,10+ years,MORTGAGE,130000.0,debt_consolidation,Current
23625,60,15.31,565.89,C,C5,1 year,RENT,70000.0,debt_consolidation,Current
30225,60,11.44,663.82,B,B4,10+ years,MORTGAGE,109000.0,debt_consolidation,Fully Paid
12000,36,6.11,365.67,A,A1,4 years,RENT,66000.0,credit_card,Current
18500,60,10.42,396.91,B,B3,< 1 year,MORTGAGE,70000.0,debt_consolidation,Current
15600,36,9.99,503.3,B,B1,9 years,MORTGAGE,110000.0,debt_consolidation,Fully Paid
20000,36,5.32,602.3,A,A1,10+ years,MORTGAGE,70000.0,credit_card,Fully Paid
20000,36,6.62,614.08,A,A2,8 years,OWN,215000.0,home_improvement,Fully Paid
25000,36,9.67,802.82,B,B1,8 years,MORTGAGE,75500.0,credit_card,Charged Off
8000,36,13.49,271.45,C,C2,6 years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
12000,36,19.03,440.06,D,D3,6 years,OWN,59000.0,house,Current
35000,36,13.33,1184.86,C,C3,10+ years,MORTGAGE,240000.0,debt_consolidation,Fully Paid
16000,36,7.12,494.92,A,A3,10+ years,RENT,125000.0,home_improvement,Fully Paid
9000,36,6.67,276.54,A,A2,3 years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
30000,36,18.85,1097.41,D,D3,10+ years,MORTGAGE,105000.0,medical,Charged Off
22975,36,10.75,749.46,B,B4,8 years,MORTGAGE,100000.0,debt_consolidation,Fully Paid
11200,60,14.65,264.4,C,C5,1 year,OWN,50000.0,credit_card,Current
26525,60,30.75,870.44,F,F5,9 years,RENT,73375.0,debt_consolidation,Charged Off
15000,36,7.89,469.29,A,A5,10+ years,MORTGAGE,55000.0,debt_consolidation,Fully Paid
